"unique_key","Entity","etr_24m","application_total_12M","application_total_24M","max_amount_approved_12M","PF_TOTAL_OS_12","ALL_PROD_STATWPRT3","UNSEC_TOTAL_LIMIT_12","CC_AVG_MIAGE1_OS_24","PL_MONS_INC_BALANCE_GE1_3M","AF_MONS_INC_BALANCE_GE1_3M","SEC_TOTAL_MIAGE1_OS_24","ALL_MIN_MIAGE1_OS_12","AF_MAX_MIAGE1_OS_6","UNSEC_AVG_MIAGE1_OS_12","AF_AVG_BALANCE_GE1_DEC_24M","PL_AVG_MIAGE1_OS_1","SEC_MIA_GE1_24","MIA1_ALLPROD_STATOK24","MIA1_ALLPROD_STATOK6","MIA1FACILITY_TYPE6","ALL_AVG_BALANCE_ALL_DEC_6M","ALL_AVG_BALANCE_ALL_INC_6M","PERC_MIA_TOTOS_M6TO24","PF_MONS_INC_BALANCE_ALL_6M","CC_PROD_ALLSTAT24","PL_PROD_ALLSTAT3","AF_PROD_ALLSTAT3","SEC_PROD_ALLSTAT24","ALL_PROD_ALLSTAT12","AF_PROD_ALLSTAT6","UNSEC_PROD_ALLSTAT12","AF_PROD_ALLSTAT24","PL_PROD_ALLSTAT1","ALL_PROD_STATOK24","ALL_PROD_ALLSTAT6","enq12ctos"
"950911026068","30204413","","6","9","66800","25744","","36531","","","","","","","","-495","","0","","","","-1507.666667","34056.5","","","","","1","3","4","1","1","1","","5","4","3"
"950912085043","31212891","","3","5","155090","1430868","","1567188","","","","","24846","","25902.18182","","","0","1","1","OTLNFNCE","-20513.6","","0.033570566","","","","","1","3","","2","","","4","3","0"
"950912095022","27698082","","","","","","","","","","","75240","","","","-870.125","","1","1","","","-884","175","","","","","1","2","1","1","","1","","2","1","0"
"950912135186","31960634","","10","12","39306","","","","","","2","","","","","-373.2857143","","0","","","","","227.4","","","","","1","1","1","1","","1","","1","1","4"
"950913126177","31033323","","","3","","","","360000","","","","","","","","-1056.26087","","0","","","","-1254.25","5526","","","3","","1","1","4","1","3","1","","4","4","1"
"950916015050","29992174","","","","","226916","","288000","","","","","18873","","19021","","","0","1","1","OTLNFNCE","-140","20","0.083245443","2","","","","","1","","1","","","1","1","2"
"950916105355","29863519","","","","","177880","","192000","","","","","14750","","14823.33333","","","0","1","1","OTLNFNCE","","13.4","0.252034818","5","","","","","1","","1","","","1","1","1"
"950917025437","31511028","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","2","","0"
"950917065113","32232443","","","","","240717","","239520","","","","","19993","","20059.75","","","0","1","1","OTLNFNCE","","16.6","0.429688586","5","","","","","1","","1","","","1","1","1"
"950917145009","27579961","","1","5","","","","21000","","","","","","","","-373.4545455","","0","","","","-164","21591","","","1","","2","4","5","2","1","3","","4","3","0"
"950918015097","30235929","","1","1","52334","104663","","157002","","","","","","","","-378.5","","0","","","","-474.75","52097","","1","","","1","1","2","1","1","1","","3","2","0"
"950919016294","29814186","","","","","","","84000","3098","","","","3098","","3098","","","0","1","1","CRDTCARD","-333.6666667","357","0.02385444","","2","","","","2","","2","","","2","2","0"
"950919065301","30521345","","5","5","349963","690317","","1013004","","","","","","","","-539","","0","","","","-975.75","316783","","","1","1","1","2","5","1","3","1","1","5","5","1"
"950920105104","31745729","","","7","","11913","","86088","","","","","","","","","","0","","","","-632.75","328","","","1","","","","2","","2","","","2","2","2"
"950920105542","27423206","","5","5","63000","","","538800","","","","75784","","","","-752.5652174","","3","1","","","-6955.5","1837","","","4","","2","3","5","2","3","2","","6","5","6"
"950920126343","29790449","","","","","","","","","","1","239565","76878","76878","","-2751","","3","1","1","PCPASCAR","-2980","186.3333333","0.027101563","","","","1","2","1","1","","1","","3","1","2"
"950921017317","29273220","","2","4","","","","","","","","","","","","","","0","1","","","","","","","","","","","","","","","","1","","0"
"950922076378","28695488","","","12","","","","","","","","35750","","","","-924.7272727","","6","1","","","-989.8","","","","","","1","2","2","1","","1","","2","2","1"
"950922125379","29507100","","","","","563558","","564564","","","","","46655","","46963.16667","","","0","1","1","OTLNFNCE","-431","39","0.399439993","4","","","","","1","","1","","","1","1","0"
"950923106700","32328651","","","1","","","","","","","","","","","","-466.0833333","","0","","","","-475.2","","","","","","1","1","1","1","","1","","1","1","0"
"950924075395","29507137","","","","","113935","","113655","","","","","22749","","22787","","","0","1","1","OTLNFNCE","","19","1","4","","","","","1","","1","","","1","1","2"
"950924086502","29729253","","1","1","","163323","1","189312","","","","","14437","","14476","","","0","","","OTLNFNCE","-561.25","13","0.043233116","1","","","","","1","","1","","","","1","0"
"950925045331","30265486","","9","9","7000","154614","","150000","","","","","12827","","12884.5","","","0","1","1","OTLNFNCE","-5025","3367.333333","0.229593046","5","","","","1","2","","1","","","2","2","1"
"950925125366","32232660","","","","","211770","","219010","","","","","18599","","19655.125","","","0","1","1","OTLNFNCE","-683.3333333","16.5","0.27441564","2","","","","","1","","1","","","1","1","1"
"950926086557","30265530","","2","2","","231145","","230570","","","","","46152","","46229","","","0","1","1","OTLNFNCE","","38.5","1","4","","","","","1","","1","","","1","1","1"
"950926095103","32075089","","","4","","148804","","198240","3853.5","","","","12343","","13042.58333","","","0","2","2","OTLNFNCE","-364.3333333","66","0.334795597","5","1","","","","2","","2","","","2","2","0"
"950927016198","31031640","","","","","480200","","477720","","","1","","39607","","40016.66667","-416.25","","0","2","1","OTLNFNCE","-498.8","","0.147010244","2","","","1","1","2","1","1","1","","3","2","0"
"950927025553","29395965","","","","","","","","","","","47852","","","","-609","","1","1","","","-445.6","","","","","","1","1","1","1","","1","","1","1","2"
"950928017838","29993065","","","3","","72280","","150000","","","","","","","","-384.8333333","","0","","","","-274.8","","","","","","1","1","2","1","1","1","","2","2","0"
"950928105424","31888814","","2","6","","","","","","","","","","","","-618.8","","0","1","","","-559.4","","","","","","1","1","1","1","","1","","2","1","0"
"950928135770","32232743","","","","","142779","","143520","","","","","11690","","11898.25","","","0","1","1","OTLNFNCE","-140","9.666666667","0.42817789","3","","","","","1","","1","","","1","1","1"
"951001035330","28431560","","","2","","431015","","489324","","","1","","","","","-541.1764706","","0","","","","-794.25","71","","","","","1","1","2","1","1","1","","2","2","0"
"951002145398","31229486","","","","","","","72000","","","","","","","","","","0","","","","-1282","910.6666667","","","1","","","","1","","1","","","1","1","1"
"951003605018","29863727","","1","1","1090","239180","","288000","","","","","19875","","19931.66667","","","0","1","1","OTLNFNCE","-140","20","0.251260187","4","","","","1","2","","1","","","1","2","0"
"951004106253","32482523","","","1","","611739","","611916","","","","","","","","","","0","","","","-48.8","","","","","","","","1","","1","","","1","1","0"
"951005015783","30220070","","1","1","23000","92737","","124780","","1","","","","","","","","0","","","","-382.3333333","11872.5","","1","","1","","2","3","","1","","1","4","3","2"
"951005018175","27272104","","","3","","3055067","","3097920","","2","","","","","","","","0","","","","-911","1343.5","","4","1","1","","1","2","","1","","1","3","2","1"
"951006115508","29993713","","","","","151008","","144000","","","","427745","12529","25467","12584","-655.5714286","","15","2","2","PCPASCAR","-749.75","122","0.130326122","5","","","1","1","2","1","1","1","","2","2","0"
"951007105491","27791055","","","4","","483175","","866736","","","","","","","","","","0","","","","-1731.333333","1326.5","","1","1","1","","","2","","2","","1","2","2","1"
"951008015316","29134948","","1","1","","82552","1","98692","","","","","7775","","7775","","","0","1","1","OTLNFNCE","-725.5","","0.08849205","","","","","","2","","2","","","1","2","1"
"951008075060","32232987","","","","","308934","","306000","","","","","25628","","25744.5","","","0","1","1","OTLNFNCE","","21.2","0.354545933","5","","","","","1","","1","","","1","1","1"
"951008235001","27605428","","4","9","","20361","","30712","","","","","1898","","2161.666667","","","0","1","1","OTLNFNCE","-702","","0.028734146","","","1","","1","3","","2","","1","2","3","8"
"951009036354","29993920","","4","4","80000","827397","","978000","","","","40267","","","","-327.0666667","","1","2","","","-759.8","","","","","1","1","1","4","1","3","1","1","5","3","2"
"951009085586","31279187","","1","1","","254349","","270684","","","","","","","","","","0","1","","","-157.2","","","","","","","","1","","1","","","2","1","0"
"951009106383","31323477","","","","","632744","","630672","","","","","52400","","52804.33333","","","0","1","1","OTLNFNCE","","159.2","0.250802473","5","","","","","1","","1","","","1","1","0"
"951010015729","32045656","","3","4","","","","","","","","77960","77960","","","-631.3888889","","1","1","","","-637.4","","","","","","1","1","1","1","","1","","1","1","3"
"951010015817","29674200","","4","4","147000","1209661","","1260969","","","","","6","","210.4","-1200.5","","0","2","1","OTLNFNCE","-1342.75","23","5.63E-06","","","","1","1","4","1","3","1","","4","3","2"
"951010105732","28509868","","1","1","206250","619278","","1853610","","","2","","","","","-1246.888889","","0","1","","","-2452.5","69106.33333","","2","","","1","1","3","1","2","1","","3","3","0"
"951011035457","32701655","","8","8","3530","13793","","14120","","","","","","","","","","0","","","","-104.6666667","","","","","","","","1","","1","","","1","1","0"
"951011106139","29729331","","3","3","40000","","","","","","","","","","","-421.2857143","","0","","","","-8173","","","","","","1","2","2","1","","1","","2","2","1"
"951012025824","31645395","","","5","","605831","","616380","","","","","","","","-387.2222222","","0","","","","-370.2","","","","","","1","1","4","1","3","1","","4","4","0"
"951013136112","28152539","","","1","","2238398","","2444316","","","","","","","","-429.1304348","","0","","","","-361.2","","","5","","","1","1","3","1","2","1","","3","3","0"
"951014015179","28699176","","1","1","","1032824","","1230324","","","","","","","","","","0","1","","","-15712","","","","","","","","2","","2","","","2","2","1"
"951014145475","28486605","","12","19","","1209577","","1211304","","","","","","","","","","0","","","","-105.4","","","","","","","","1","","1","","","1","1","3"
"951015075464","30633239","","1","8","","554884","","600000","","","","","","","","-1003.5","","0","","","","-1603.8","","","","","","1","2","3","1","1","1","","3","3","1"
"951015105555","32622841","","14","14","","","","","","","","","","","","-403","","0","","","","-403","376","","","","","1","1","1","1","","1","","1","1","3"
"951015126014","31359726","","1","2","2000","215773","","244608","","","","","17340","","17418","","","0","1","1","OTLNFNCE","-213","669","0.23210725","3","1","","","","4","","4","","","4","3","0"
"951015145362","28607923","","1","3","","283746","","303432","","","","","","","","","","0","","","","-322.4","","","","","","","","1","","1","","","1","1","0"
"951016125689","29994467","","1","2","50545","751965","","756540","","","","","13073","","13130.41667","","","0","1","1","OTLNFNCE","-316.6","","0.068131093","","","","","","2","","2","","","2","2","1"
"951016135860","30266039","","2","2","6000","142606","","192000","","","","","11127","","11883.83333","","","0","1","1","OTLNFNCE","-1804.5","2158","0.148365389","5","1","","","1","3","","2","","","3","3","1"
"951017065091","29507577","","4","17","333117","693612","","749063","","","","","57495","","57615.66667","","","0","2","1","OTLNFNCE","-100","43890.75","0.180668312","5","","","","1","3","","2","","","3","3","2"
"951017125824","30115972","","","","","100503","","96000","","","","","8340","","8375.25","","","0","1","1","OTLNFNCE","","6.666666667","0.251724448","3","","","","","1","","1","","","1","1","0"
"951018146555","28111485","","","","","","","","","","","","","","","-486.75","","0","","","","","","","","","","1","1","1","1","","1","","1","1","0"
"951020105146","29994738","","1","1","2000","","","8000","","","","","","","","-339.7777778","","0","","","","-550.5","464","","","1","","1","1","2","1","1","1","","2","2","0"
"951021105703","32498044","","10","10","475241","","","","","","","","","","","-385","","0","","","","-387","166047.5","","","","","1","2","2","1","","1","","2","2","6"
"951021105930","30885171","","","","","545949","","843600","","","","","","","","","","0","","","","-640.5","95","","","2","","","1","5","","4","","","5","5","0"
"951021136569","30120044","","","","","","","","","","","","","","","-480.4705882","","0","","","","-501.8","","","","","","1","1","1","1","","1","","1","1","3"
"951022026097","28686795","","6","9","","0","","31069","","","","","","","","","","0","","","","","","","","","1","","","1","","1","","","","1","0"
"951022105377","31379821","","","","","213880","","222480","","","","","17472","","17823.33333","","","0","1","1","OTLNFNCE","-171.3333333","14.5","0.248991162","2","","","","","1","","1","","","1","1","0"
"951024036424","29994993","","","1","","100617","","115872","","","","","","","","-441.8947368","","0","","","","-569.8","","","","","","1","1","2","1","1","1","","3","2","0"
"951025025305","31500675","","","","","","","","","","","","","","","-336.8571429","","0","","","","-354.2","","","","","","1","1","1","1","","1","","1","1","0"
"951025045373","29516205","","","","","34763","5","1887576","1592.75","","2","91383","2803","3044","2896.916667","-2111","0","12","7","2","PCPASCAR","-743.6","","0.002179528","5","4","2","1","2","8","1","6","1","2","9","8","0"
"951025145200","31108217","","1","1","","243783","","248412","","","","","","","","","","0","","","","-56.4","","","","","","","","1","","1","","","1","1","1"
"951026015387","27193093","","","5","","","","","","","","","","","","-579.3125","","0","","","","-1577.5","558","","","","","1","2","2","1","","1","","2","2","1"
"951026085369","27881438","","2","2","","236068","","231496","","","","12147","19587","","19675","","","9","3","1","OTLNFNCE","","14.4","0.244027575","5","","1","","1","2","","2","","1","3","2","2"
"951026085561","29995128","","11","11","103133","2282454","","2572626","","","","","14720","","14726.5","","","0","2","","","-94056.5","162675.6667","","1","","","","1","4","","3","","","4","4","4"
"951026085844","32032563","","","1","","","","","","","","","","","","-456.2631579","","0","","","","-475","","","","","","1","1","1","1","","1","","1","1","0"
"951026105753","31813343","","5","5","","335305","","329676","","","","","27816","","27942.08333","-528","","0","1","1","OTLNFNCE","-505","17860.25","0.207618424","5","","","1","1","2","1","1","1","","2","2","0"
"951026115505","30633434","","","","","","","","","","","","","","","-424.3529412","","0","","","","-444.2","","","","","","2","2","2","2","","2","","1","2","2"
"951026125447","30083257","","40","41","5000","","","55000","","","2","108997","","","","-6471.166667","","3","1","","","","15981.4","","","2","","1","3","3","1","2","2","","5","3","12"
"951026146715","27735333","","5","7","10000","","","180000","13810","","","","11748","","13810","-582.5","","0","2","2","CRDTCARD","-343.6","","0.07607148","","2","","1","1","3","1","2","1","","3","3","2"
"951027135321","31412093","","","","","181689","","183600","","","","","15071","","15140.75","","","0","1","1","OTLNFNCE","","12.8","0.251806836","5","","","","","1","","1","","","1","1","1"
"951027145466","29995232","","1","8","","918414","","992139","","","","","9228","","9616.714286","","","0","2","1","OTLNFNCE","","200.8","0.03001019","5","","","","1","4","","3","","","4","3","4"
"951030075710","29995383","","","10","","480318","","540000","","","","1088403","39933","","40026.5","-651.4","","14","2","1","OTLNFNCE","","32.8","0.085882001","5","","","1","1","2","1","1","1","","2","2","1"
"951101075583","31151111","","","","","116424","","114000","","","","","9658","","9702","","","0","1","1","OTLNFNCE","","8","0.251852555","5","","","","","1","","1","","","1","1","2"
"951102026230","31701852","","2","4","309303","","","48000","","","","","","","","-636.9","","0","","","","-648.8","","","","1","","1","1","2","1","1","1","","2","2","1"
"951102105684","29995592","","","1","","112948","","150000","","","","","13330","","13374","-376.6666667","","0","1","1","OTLNFNCE","-3072","","0.026412835","1","","","1","1","2","1","1","1","","3","2","0"
"951102106337","29010772","","1","2","","","","72000","5908","","1","391612","","","","-940.4444444","","4","2","","","-790.5","5","","","1","","1","1","2","1","1","1","","2","2","1"
"951103065696","31174085","","","1","","1289529","","1289014","","","","","6656","","6683.272727","","","0","1","1","OTLNFNCE","-155.4","","0.015983955","","","","","","2","","2","","","2","2","1"
"951104016351","29507894","","8","10","","333323","","499020","2304","","","","29684","","29684","-268.8125","","0","3","","","-751.3333333","440.5","","","2","","1","1","4","1","3","1","","5","4","6"
"951104025514","29273326","","1","1","76000","522322","","513720","","","","","43331","","43526.83333","-887.3333333","","0","1","1","OTLNFNCE","-740","320.6666667","0.144245985","5","","","1","1","2","1","1","1","","2","2","0"
"951105125322","30957918","","1","1","50844","144880","","323532","","","","","35647","","35802.5","","","0","1","","","-419","1","","1","","","","","1","","1","","","1","1","0"
"951105135467","30870635","","10","22","77000","1646531","","1750427","","","","","","","","-4823.428571","","0","","","","-934","","","","","2","2","2","5","2","3","2","2","5","4","0"
"951105145788","32437912","","2","2","51598","103602","","103196","","","","","","","","","","0","","","","","156","","1","","","","","1","","1","","","1","1","1"
"951107135719","31330333","","","3","","326204","","355900","","","","","27122","","27212.66667","-623.1333333","","0","2","1","OTLNFNCE","-616.6","","0.085348593","5","","","1","1","3","1","2","1","","3","2","0"
"951108017095","31494154","","","","","1834","","11072","","","","","","","","","","0","","","","-75","","","","","","","","1","","1","","","1","1","0"
"951109065785","30546168","","","7","","","","","","","","","","","","-486.2307692","","0","","","","-442.8","","","","","","1","1","1","1","","1","","1","1","1"
"951109135296","29508005","","","","","253904","","240000","","","","","21067","","21158.66667","","","0","1","1","OTLNFNCE","","16.6","0.25178074","5","","","","","1","","1","","","1","1","0"
"951109146542","31580833","","","","","326541","","336000","","","","","26867","","27211.75","","","0","1","1","OTLNFNCE","-155.3333333","22.5","0.245298048","2","","","","","1","","1","","","1","1","0"
"951110085329","28665395","","5","8","364000","","","153000","9285.8","","","","8556","","9305.25","-3002.666667","","0","1","","","-5240.75","964","","","2","","1","2","4","1","2","2","","4","3","4"
"951110106126","32122650","","3","9","","","","96000","","","","","","","","","","0","","","","-347.5","735","","","1","","","","1","","1","","","1","1","1"
"951110106361","30761861","","","","","","","","","","","","","","","-587.7391304","","0","","","","-594.2","","","","","","1","1","1","1","","1","","1","1","1"
"951110135410","31580859","","","1","","162396","","210480","","","","","","","","-177.0666667","","0","","","","-256.6","","","1","","","1","1","2","1","1","1","","2","2","0"
"951111085128","29508055","","7","7","805589","323776","","419844","","","","","","","","-384.1818182","","0","1","","","-634.5","199","","","1","","1","1","3","1","2","1","","4","3","1"
"951111105811","32233895","","","","","222462","","222240","","","","","18061","","18538.5","","","0","1","1","OTLNFNCE","-209.3333333","15","0.427023133","2","","","","","1","","1","","","1","1","1"
"951112025661","30615014","","1","1","40460","282904","","323680","","","","","","","","","","0","","","","-39.8","","","","","","","","1","","1","","","1","1","0"
"951112065452","27541582","","4","5","710","92664","","90000","","","","","7688","","7722","","","0","1","1","OTLNFNCE","-47.5","630.3333333","0.187401899","5","","","","5","5","","1","","","6","5","2"
"951112145065","27704049","","1","1","","","","","","","","","","","","-572.2941176","","0","","","","-1039.4","","","","","","1","2","2","1","","1","","2","2","3"
"951113135862","29996322","","","","","543258","","540000","","","","","45065","","45271.5","","","0","1","1","OTLNFNCE","","37.6","0.251873065","5","","","","","1","","1","","","1","1","0"
"951114085617","30615057","","5","6","5500","","","11000","","","","","","","","","","0","","","","-290","","","","1","","","","1","","1","","","1","1","2"
"951114105083","29996362","","","3","","371878","","415612","","","","","31546","","31546","","","0","2","","","-197.8","","","","","","","","2","","2","","","2","1","0"
"951114146045","32644253","","2","2","3000","","","6000","","","","","","","","","","0","","","","","50","","","1","","","","1","","1","","","1","1","2"
"951115025405","29606267","","2","2","54700","","","","","","","","","","","-651","","0","","","","-492.25","","","","","","2","2","2","2","","2","","2","2","3"
"951115146143","32124342","","4","4","700","186628","","196216","","","","","31912","","31925.5","","","0","1","1","OTLNFNCE","-629","130","0.336420875","4","1","","","","2","","2","","","2","2","4"
"951116075113","27321374","","1","2","","228174","","240000","","","","","","","","-617.8235294","","0","","","","-747.6","","","1","","1","1","1","2","1","1","1","1","2","2","0"
"951117085938","31183215","","","","","367041","","390000","","","","","","","","","","0","1","","","-232.5","26","","1","","","","1","1","","1","","","2","1","0"
"951118146237","29674897","","1","6","227891","0","","75000","","","","","","","","","","0","","","","-1624","628","","","1","","","1","3","","2","","","7","1","1"
"951119075645","30416839","","","","","5880","","25200","","","","","","","","","","0","","","","-295.5","","","","","1","","","1","","1","","1","1","1","4"
"951120017223","29516767","","4","6","3000","","","27000","","","","","","","","-511.2857143","","0","","","","-530.25","746","","","1","","1","1","2","1","1","1","","2","2","1"
"951121036506","30513318","","","","","1141297","","1227048","","","1","30092","30092","","","-559","","1","1","","","-1473","402.5","","4","","","1","1","2","1","1","1","","2","2","1"
"951122086046","31123789","","1","4","395226","","","","","","1","","","","","-218.8","","0","","","","-206","108.75","","","","","1","1","1","1","","1","","1","1","1"
"951122086783","28408047","","3","14","170434","","","84000","","","","","","","","-343.6842105","","0","","","","-325.2","","","","3","","1","2","4","1","2","1","","4","4","2"
"951123085483","32474217","","4","4","51241","510200","","527410","","","","","","","","","","0","","","","-111.2","","","","1","","","","2","","2","","","2","2","0"
"951124065054","29675000","","1","2","","221460","","210000","","","","","18375","","18455","","","0","1","1","OTLNFNCE","","14.6","0.251785309","5","","","","","1","","1","","","1","1","0"
"951124086015","27972106","","","","","109552","","189216","","","","","","","","-337.1052632","","0","","","","-527.8","","","","1","","2","3","5","2","2","2","","4","5","0"
"951125066147","30164240","","","","","382194","","480000","","2","","","","","","","","0","1","","","-289","143.5","","2","","1","","","1","","1","","1","1","1","3"
"951125085671","30023689","","","","","","","210000","","","","","","","","","","0","","","","-326.3333333","277","","","3","","","","3","","3","","","3","3","3"
"951125126875","29623221","","","5","","","","24000","","","1","416031","416031","","","-509.4375","","1","1","","","-833.4","","","","1","","1","2","3","1","1","1","","3","3","1"
"951126115780","31501671","","10","16","60000","313364","","336000","","","","","27852","","27953.42857","-2973.461538","","0","1","1","OTLNFNCE","-1548.25","60175","0.01942342","","","","2","2","3","2","1","2","","3","3","1"
"951126565028","29675047","","","1","","","","","","","","","","","","-687.1428571","","0","","","","-539","189","","","","","1","1","1","1","","1","","1","1","0"
"951129075104","29007310","","","","","","","","","","","","","","","-435.35","","0","","","","-451.4","","","","","","1","1","1","1","","1","","1","1","0"
"951201016046","30144306","","2","17","","","","132000","","","","","","","","-723.8823529","","0","","","","-3473.333333","1438","","","2","","2","2","4","2","2","2","","4","4","0"
"951201025276","30267136","","","","","","","","","","1","","","","","-296.6666667","","0","","","","-375.5","104","","","","","1","1","1","1","","1","","1","1","2"
"951201136347","29629448","","1","1","","9822","1","36000","","","","37020","407","","892.9090909","","","6","2","","PELNFNCE","-238","","0.044287118","","","1","","1","1","","1","","1","2","1","1"
"951201145577","30778153","","","","","","","","","","","","","","","","","0","","","","-1112.8","","","","","","","1","1","","","","","1","1","1"
"951202085123","27878972","","","","","0","","567","","","2","113373","","","","-751","","2","1","","","-70","85.25","","","","","1","2","3","1","1","1","","3","3","1"
"951202136162","29818502","","2","2","50545","352637","","361303","","","","","13","","13","","","0","1","","","-153","150","","1","","","","","2","","2","","","2","1","2"
"951204065281","29997845","","","","","149192","","180000","","","","","12322","","12432.66667","","","0","1","1","OTLNFNCE","-87","12.5","0.239602945","4","","","","","1","","1","","","1","1","1"
"951205015729","27243571","","1","1","","","1","","","","","67311","7745","","","","","7","","","OHRPCREC","","3274","0.884937083","","","","","1","1","","","","","","1","1"
"951205075035","31659322","","10","11","10000","","","","","","2","75627","37730","37897","","-585","","2","1","1","PCPASCAR","-689","165.3333333","0.102018737","","","","1","1","1","1","","1","","1","1","1"
"951206026067","30123980","","","","","","","","","","","492645","122898","","","","","4","1","1","HSLNFNCE","","202","0.168947327","","","","","1","1","","","","","1","1","4"
"951206045284","32752097","","1","1","8800","","","52800","","","","","","","","","","0","","","","-332.6666667","2384","","","1","","","","1","","1","","","1","1","0"
"951207086168","31753827","","","1","","","","","","","","","","","","-442.1","","0","","","","-531.25","189","","","","","1","1","1","1","","1","","1","1","0"
"951208146783","29891216","","","1","","","","","","","","","","","","-400.0588235","","0","","","","-421.6","","","","","","1","1","1","1","","1","","1","1","0"
"951209025772","31727775","","1","1","","248855","","244800","","","","","20689","","20737.91667","-190.75","","0","1","1","OTLNFNCE","-173.75","28446","0.195524179","4","","","1","1","2","1","1","1","","2","2","0"
"951211045211","27379921","","1","1","","0","1","611568","","","","","0","","0","","0","0","1","","PELNFNCE","","","0","","","1","","","2","","2","","1","1","2","2"
"951211107144","27827776","","","","","","","","","","","","","","","-380.3043478","","0","","","","-485.6","","","","","","1","1","1","1","","1","","1","1","0"
"951212035795","30797065","","","","","3052","","6960","","","","146232","4432","","254.3333333","","36","24","2","2","OHRPCREC","-386.5","52","0.197313462","","","1","","1","2","","1","","1","2","2","0"
"951212065038","32234680","","1","1","10000","442824","","455892","","","","","76046","","76077.5","","","0","1","1","OTLNFNCE","-2337","63.33333333","0.343601521","3","","","","","1","","1","","","1","1","1"
"951213126197","31082678","","3","4","","167348","","163200","","","","","13883","","13945.66667","","","0","1","1","OTLNFNCE","","11.4","0.251837485","5","","","","","1","","1","","","1","1","6"
"951214065584","30408702","","","1","","227579","","222480","","","","","18880","","18964.91667","","","0","1","1","OTLNFNCE","","15.4","0.250135958","5","","","","1","1","","1","","","2","1","0"
"951214115393","29398078","","5","9","50000","2550107","","3801400","","","","","206330","","206484.5","-1136.111111","","0","1","","","-1567.25","48850","","2","","","1","1","4","1","3","1","","3","4","2"
"951215045155","31057469","","9","9","","","","","","","","","","","","-338","","0","","","","-338","","","","","","1","1","1","1","","1","","1","1","2"
"951216045341","29675388","","","","","121906","","146952","","","","","12307","","12317","-836.25","","0","1","","","-1662","","","1","","","1","3","4","1","1","1","","5","3","0"
"951216075276","30222162","","","","","157120","","309600","2341","","","","2341","","2341","","","0","1","1","CRDTCARD","-898","1600.5","0.004956658","","2","1","","","3","","3","","1","3","3","0"
"951216145983","28441959","","1","1","","1542","","7072","","","","","","","","-381.7777778","","0","","","","-624.5","","","","","","1","2","4","1","2","1","","4","3","2"
"951217015507","31999288","","","1","","","","","","","","","","","","","","0","","","","-395.2","","","","","","","1","1","","","","","1","1","0"
"951217086129","31166142","","","5","","","","","","","","","","","","-284.625","","0","","","","-166","196","","","","","1","1","1","1","","1","","1","1","3"
"951217105676","30787084","","4","9","8000","","","32000","","","","","","","","-1631","","0","","","","-3091.25","2009","","","1","","2","2","3","2","1","2","","3","3","0"
"951217145643","28391569","","1","2","87000","","","","","","","","","","","-747.1333333","","0","","","","-651","","","","","","1","2","1","1","","2","","2","1","2"
"951218065530","27772388","","2","4","20000","77733","","80000","","","","","","","","-203.4210526","","0","","","","-363.25","13457","","","","1","1","2","3","1","1","1","1","3","3","0"
"951218105731","30531786","","2","4","10500","","","225000","","","","","","","","-700","","0","","","","-6888.75","2887","","","2","","1","2","4","1","2","1","","4","4","0"
"951218136087","31554656","","","2","","2414","","6816","","","","","","","","-271.5384615","","0","","","","-286","","","","","1","1","1","2","1","1","1","1","2","2","1"
"951219055609","30073594","","6","6","","","","60000","","","","5542133","312685","","","","","20","1","1","HSLNFNCE","-1126.5","2166","0.045560377","","1","","","3","3","","1","","","4","3","4"
"951221045215","29675469","","8","8","119500","99600","","96000","","","","","8300","","8300","-991.2","","0","1","1","OTLNFNCE","-991.2","","0.055254013","","","","1","1","2","1","1","1","","2","2","3"
"951221095159","30028318","","1","1","1600","638546","","650470","","","","","","","","","","0","","","","-138.6","","","","","","","","3","","3","","","3","2","0"
"951223065340","31582061","","","1","","235167","","237000","","","","","18938","","19597.25","","","0","1","1","OTLNFNCE","-163.5","17","0.245309656","1","","","","","1","","1","","","1","1","0"
"951223126131","28488268","","3","3","","1105","","212805","","","","","40","","40.11111111","-183.9411765","","0","1","","OTLNFNCE","-213.8","","0.000213948","","","","1","2","4","1","3","1","","3","3","0"
"951224075399","27868839","","1","18","15000","716728","","951108","","","2","","9090","","9456.727273","-1173.8","","0","2","1","OTLNFNCE","-6228","3634.666667","0.014801149","","2","","1","1","6","1","5","1","","6","5","2"
"951224145764","32235000","","4","4","","933298","","945000","","","","","135113","","135225.3333","","","0","1","1","OTLNFNCE","-1069","113","0.289899903","1","","","","","1","","1","","","1","1","3"
"951225115110","31476751","","","1","","486492","","489600","","","","","40422","","40541","-493.7777778","","0","1","1","OTLNFNCE","-423.2","","0.113056835","4","","","1","1","2","1","1","1","","2","2","1"
"951225145387","30894027","","","1","","","","72000","","","","","","","","","","0","","","","-1003","","","","1","","","1","2","","1","","","2","2","0"
"951226085005","30056107","","","","","","","","","","","","","","","","","0","","","","","","","","1","","","","","","","","","","","1"
"951226135885","29675559","","","2","","338700","","372096","","","","","","","","","","0","1","","","-87","91","","1","","","","","2","","2","","","2","1","0"
"951228025890","29999638","","","1","","","","","","","1","","","","","-260.9166667","","0","","","","-95","114818.25","","","","","1","2","2","1","","1","","2","2","1"
